pwmcount, residuebefore, residueafter,diff,scaling
5,1962,1515,-447,-1.200195
5,1555,2011,456,1.22436
5,2054,2133,79,0.212115
5,2175,1791,-384,-1.03104
5,1833,2238,405,1.087425
5,2279,2001,-278,-0.74643
5,2044,1502,-542,-1.45527
5,1542,2010,468,1.25658
5,2054,1673,-381,-1.022985
5,1715,1751,36,0.09666
5,1792,2034,242,0.64977
5,2077,1791,-286,-0.76791
5,1833,1713,-120,-0.3222
5,1756,1577,-179,-0.480615
5,1620,1859,239,0.641715
5,1901,1519,-382,-1.02567
5,1562,1655,93,0.249705
5,1696,2153,457,1.227045
5,2197,1919,-278,-0.74643
5,1964,2046,82,0.22017
5,2087,1759,-328,-0.88068
5,1800,1581,-219,-0.588015
5,1623,2344,721,1.935885
5,2387,2126,-261,-0.700785
5,2167,1843,-324,-0.86994
5,1885,1990,105,0.281925
5,2032,1751,-281,-0.754485
5,1795,2152,357,0.958545
5,2195,2076,-119,-0.319515
5,2119,1591,-528,-1.41768
5,1633,2138,505,1.355925
5,2183,1815,-368,-0.98808
5,1856,1487,-369,-0.990765
5,1529,1887,358,0.96123
5,1932,1959,27,0.072495
5,2001,1679,-322,-0.86457
5,1721,1976,255,0.684675
5,2017,1531,-486,-1.30491
5,1573,1715,142,0.38127
5,1757,2378,621,1.667385
5,2422,1679,-743,-1.994955
5,1723,1863,140,0.3759
5,1903,2364,461,1.237785
5,2406,1929,-477,-1.280745
5,1972,2024,52,0.13962
5,2065,2001,-64,-0.17184
5,2043,1771,-272,-0.73032
5,1811,2004,193,0.518205
5,2047,2396,349,0.937065
5,2442,1914,-528,-1.41768
5,1960,1946,-14,-0.03759
5,1988,2146,158,0.42423
5,2190,2021,-169,-0.453765
5,2066,1952,-114,-0.30609
5,1994,2210,216,0.57996
5,2251,1928,-323,-0.867255
5,1971,1903,-68,-0.18258
5,1948,1567,-381,-1.022985
5,1609,1453,-156,-0.41886
5,1496,2323,827,2.220495
5,2367,1994,-373,-1.001505
5,2037,2380,343,0.920955
5,2424,2110,-314,-0.84309
5,2153,1561,-592,-1.58952
5,1603,1967,364,0.97734
5,2010,1887,-123,-0.330255
5,1936,2039,103,0.276555
5,2083,2022,-61,-0.163785
5,2066,2056,-10,-0.02685
5,2099,1619,-480,-1.2888
5,1662,1595,-67,-0.179895
5,1635,1475,-160,-0.4296
5,1517,1575,58,0.15573
5,1617,2128,511,1.372035
5,2171,1954,-217,-0.582645
5,1995,2047,52,0.13962
5,2092,2346,254,0.68199
5,2391,1971,-420,-1.1277
5,2012,1535,-477,-1.280745
5,1577,1835,258,0.69273
5,1875,2278,403,1.082055
5,2319,1677,-642,-1.72377
5,1719,2388,669,1.796265
5,2431,1795,-636,-1.70766
5,1837,2146,309,0.829665
5,2189,1983,-206,-0.55311
5,2024,1445,-579,-1.554615
5,1485,1949,464,1.24584
5,1991,1721,-270,-0.72495
5,1764,2328,564,1.51434
5,2367,1838,-529,-1.420365
5,1878,1501,-377,-1.012245
5,1544,2014,470,1.26195
5,2055,1517,-538,-1.44453
5,1559,2180,621,1.667385
5,2223,1687,-536,-1.43916
5,1728,1719,-9,-0.024165
5,1760,2111,351,0.942435
5,2153,1883,-270,-0.72495
5,1928,2071,143,0.383955
5,2111,1634,-477,-1.280745
5,1675,1823,148,0.39738
5,1865,1807,-58,-0.15573
5,1849,2163,314,0.84309
5,2209,1667,-542,-1.45527
5,1710,1966,256,0.68736
5,2008,1791,-217,-0.582645
5,1834,1733,-101,-0.271185
5,1775,1985,210,0.56385
5,2026,1854,-172,-0.46182
5,1895,2047,152,0.40812
5,2094,1819,-275,-0.738375
5,1860,2223,363,0.974655
5,2266,1779,-487,-1.307595
5,1821,1770,-51,-0.136935
5,1811,1747,-64,-0.17184
5,1792,1992,200,0.537
5,2035,2179,144,0.38664
5,2223,1855,-368,-0.98808
5,1895,1988,93,0.249705
5,2029,1503,-526,-1.41231
5,1546,1635,89,0.238965
5,1677,1782,105,0.281925
5,1823,1930,107,0.287295
5,1971,1913,-58,-0.15573
5,1960,1591,-369,-0.990765
5,1634,1591,-43,-0.115455
5,1633,1777,144,0.38664
5,1819,1815,-4,-0.01074
5,1859,1647,-212,-0.56922
5,1687,2198,511,1.372035
5,2243,2232,-11,-0.029535
5,2277,1797,-480,-1.2888
5,1839,1571,-268,-0.71958
5,1615,1503,-112,-0.30072
5,1547,2055,508,1.36398
5,2099,2031,-68,-0.18258
5,2073,1909,-164,-0.44034
5,1954,1787,-167,-0.448395
5,1829,2136,307,0.824295
5,2175,1855,-320,-0.8592
5,1899,1531,-368,-0.98808
5,1575,2187,612,1.64322
5,2231,2371,140,0.3759
5,2414,1571,-843,-2.263455
5,1611,2040,429,1.151865
5,2083,1810,-273,-0.733005
5,1851,1887,36,0.09666
5,1936,2029,93,0.249705
5,2072,2058,-14,-0.03759
5,2103,1461,-642,-1.72377
5,1504,2381,877,2.354745
5,2423,1678,-745,-2.000325
5,1720,1977,257,0.690045
5,2019,1899,-120,-0.3222
5,1944,1923,-21,-0.056385
5,1972,1643,-329,-0.883365
5,1687,1791,104,0.27924
5,1830,2160,330,0.88605
5,2204,1879,-325,-0.872625
5,1923,2072,149,0.400065
5,2116,1477,-639,-1.715715
5,1519,1571,52,0.13962
5,1613,1919,306,0.82161
5,1964,2067,103,0.276555
5,2111,2353,242,0.64977
5,2397,1657,-740,-1.9869
5,1699,1899,200,0.537
5,1946,1517,-429,-1.151865
5,1559,1915,356,0.95586
5,1958,1851,-107,-0.287295
5,1893,1679,-214,-0.57459
5,1721,1709,-12,-0.03222
5,1751,2066,315,0.845775
5,2107,2154,47,0.126195
5,2199,2124,-75,-0.201375
5,2169,1901,-268,-0.71958
5,1948,1631,-317,-0.851145
5,1675,2396,721,1.935885
5,2439,1901,-538,-1.44453
5,1944,2358,414,1.11159
5,2399,2128,-271,-0.727635
5,2172,2267,95,0.255075
5,2311,1917,-394,-1.05789
5,1962,1895,-67,-0.179895
5,1940,1663,-277,-0.743745
5,1708,2120,412,1.10622
5,2163,2293,130,0.34905
5,2335,2006,-329,-0.883365
5,2047,1777,-270,-0.72495
5,1820,2185,365,0.980025
5,2229,1651,-578,-1.55193
5,1692,2000,308,0.82698
5,2043,1817,-226,-0.60681
5,1859,1687,-172,-0.46182
5,1730,1879,149,0.400065
5,1920,1903,-17,-0.045645
5,1952,1819,-133,-0.357105
5,1861,1802,-59,-0.158415
5,1843,1831,-12,-0.03222
5,1872,1814,-58,-0.15573
5,1855,2004,149,0.400065
5,2047,1463,-584,-1.56804
5,1503,1925,422,1.13307
5,1967,2384,417,1.119645
5,2427,2272,-155,-0.416175
5,2314,1998,-316,-0.84846
5,2040,1767,-273,-0.733005
5,1811,1959,148,0.39738
5,2000,2351,351,0.942435
5,2395,2126,-269,-0.722265
5,2169,2271,102,0.27387
5,2314,1885,-429,-1.151865
5,1932,2350,418,1.12233
5,2393,2228,-165,-0.443025
5,2271,1589,-682,-1.83117
5,1632,2100,468,1.25658
5,2143,1919,-224,-0.60144
5,1968,2125,157,0.421545
5,2169,1683,-486,-1.30491
5,1725,2352,627,1.683495
5,2398,1871,-527,-1.414995
5,1913,2225,312,0.83772
5,2267,1791,-476,-1.27806
5,1831,1723,-108,-0.28998
5,1762,1815,53,0.142305
5,1857,2216,359,0.963915
5,2260,1817,-443,-1.189455
5,1859,1749,-110,-0.29535
5,1791,2051,260,0.6981
5,2094,2193,99,0.265815
5,2237,2234,-3,-0.008055
5,2276,2104,-172,-0.46182
5,2148,1453,-695,-1.866075
5,1495,2158,663,1.780155
5,2203,1461,-742,-1.99227
5,1503,2115,612,1.64322
5,2159,1933,-226,-0.60681
5,1975,1531,-444,-1.19214
5,1573,1565,-8,-0.02148
5,1607,2268,661,1.774785
5,2311,2402,91,0.244335
5,2446,1647,-799,-2.145315
5,1689,1461,-228,-0.61218
5,1502,1855,353,0.947805
5,1901,1980,79,0.212115
5,2020,2063,43,0.115455
5,2107,2257,150,0.40275
5,2302,1762,-540,-1.4499
5,1805,1895,90,0.24165
5,1940,2238,298,0.80013
5,2282,2169,-113,-0.303405
5,2214,2250,36,0.09666
5,2295,2231,-64,-0.17184
5,2274,2321,47,0.126195
5,2366,1659,-707,-1.898295
5,1703,2165,462,1.24047
5,2207,1683,-524,-1.40694
5,1726,2228,502,1.34787
5,2271,1843,-428,-1.14918
5,1884,2138,254,0.68199
5,2181,2218,37,0.099345
5,2261,2200,-61,-0.163785
5,2244,2234,-10,-0.02685
5,2277,1583,-694,-1.86339
5,1627,2404,777,2.086245
5,2447,2128,-319,-0.856515
5,2171,2116,-55,-0.147675
5,2159,1671,-488,-1.31028
5,1713,1451,-262,-0.70347
5,1495,1855,360,0.9666
5,1899,1791,-108,-0.28998
5,1833,1727,-106,-0.28461
5,1766,2332,566,1.51971
5,2375,1945,-430,-1.15455
5,1987,1663,-324,-0.86994
5,1710,1863,153,0.410805
5,1904,2160,256,0.68736
5,2204,1939,-265,-0.711525
5,1982,2028,46,0.12351
5,2073,2163,90,0.24165
5,2207,1727,-480,-1.2888
5,1768,2012,244,0.65514
5,2054,2247,193,0.518205
5,2291,1964,-327,-0.877995
5,2004,1938,-66,-0.17721
5,1980,1651,-329,-0.883365
5,1693,1990,297,0.797445
5,2034,1913,-121,-0.324885
5,1960,1791,-169,-0.453765
5,1835,1671,-164,-0.44034
5,1714,2076,362,0.97197
5,2119,1537,-582,-1.56267
5,1581,1579,-2,-0.00537
5,1620,1775,155,0.416175
5,1817,1753,-64,-0.17184
5,1795,1783,-12,-0.03222
5,1825,1823,-2,-0.00537
5,1866,1811,-55,-0.147675
5,1854,1534,-320,-0.8592
5,1575,1679,104,0.27924
5,1723,2391,668,1.79358
5,2431,2126,-305,-0.818925
5,2169,1743,-426,-1.14381
5,1785,1945,160,0.4296
5,1987,2300,313,0.840405
5,2343,1920,-423,-1.135755
5,1963,1855,-108,-0.28998
5,1899,1846,-53,-0.142305
5,1887,1675,-212,-0.56922
5,1715,2129,414,1.11159
5,2173,2066,-107,-0.287295
55,1817,1981,164,0.44034
5,2022,1445,-577,-1.549245
5,1488,2068,580,1.5573
5,2111,2318,207,0.555795
5,2363,1887,-476,-1.27806
5,1932,1615,-317,-0.851145
5,1661,1807,146,0.39201
5,1852,2059,207,0.555795
5,2105,2100,-5,-0.013425
5,2143,2084,-59,-0.158415
5,2129,2321,192,0.51552
5,2367,1996,-371,-0.996135
5,2040,2138,98,0.26313
5,2181,2121,-60,-0.1611
5,2165,1739,-426,-1.14381
5,1781,1938,157,0.421545
5,1981,2021,40,0.1074
5,2063,1483,-580,-1.5573
5,1526,2234,708,1.90098
5,2279,2215,-64,-0.17184
5,2257,1985,-272,-0.73032
5,2026,2284,258,0.69273
5,2327,2006,-321,-0.861885
5,2047,1775,-272,-0.73032
5,1815,1751,-64,-0.17184
5,1792,2098,306,0.82161
5,2143,2199,56,0.15036
5,2239,2191,-48,-0.12888
5,2235,2177,-58,-0.15573
5,2219,1907,-312,-0.83772
5,1952,2356,404,1.08474
5,2399,1667,-732,-1.96542
5,1708,2166,458,1.22973
5,2210,1990,-220,-0.5907
5,2032,2338,306,0.82161
5,2382,2142,-240,-0.6444
5,2187,1790,-397,-1.065945
5,1831,1875,44,0.11814
5,1915,2167,252,0.67662
5,2211,1630,-581,-1.559985
5,1673,1871,198,0.53163
5,1913,1901,-12,-0.03222
5,1948,1823,-125,-0.335625
5,1866,1642,-224,-0.60144
5,1684,1779,95,0.255075
5,1822,2191,369,0.990765
5,2235,2231,-4,-0.01074
5,2271,2211,-60,-0.1611
5,2254,1879,-375,-1.006875
5,1920,1703,-217,-0.582645
5,1746,1843,97,0.260445
5,1885,2030,145,0.389325
5,2072,1807,-265,-0.711525
5,1847,1956,109,0.292665
5,1999,1471,-528,-1.41768
5,1515,2138,623,1.672755
5,2175,2068,-107,-0.287295
5,2110,2160,50,0.13425
5,2204,1823,-381,-1.022985
5,1866,2228,362,0.97197
5,2271,2215,-56,-0.15036
5,2259,2147,-112,-0.30072
5,2191,1555,-636,-1.70766
5,1597,2009,412,1.10622
5,2047,1984,-63,-0.169155
5,2027,2327,300,0.8055
5,2367,1884,-483,-1.296855
5,1932,2243,311,0.835035
5,2286,2276,-10,-0.02685
5,2319,2098,-221,-0.593385
5,2142,1980,-162,-0.43497
5,2020,2017,-3,-0.008055
5,2062,1837,-225,-0.604125
5,1879,2232,353,0.947805
5,2275,1791,-484,-1.29954
5,1831,2239,408,1.09548
5,2280,1853,-427,-1.146495
5,1893,2192,299,0.802815
5,2235,1907,-328,-0.88068
5,1952,2203,251,0.673935
5,2246,1759,-487,-1.307595
5,1803,2058,255,0.684675
5,2099,1991,-108,-0.28998
5,2031,2184,153,0.410805
5,2228,1551,-677,-1.817745
5,1593,2376,783,2.102355
5,2421,2252,-169,-0.453765
5,2294,1769,-525,-1.409625
5,1810,1791,-19,-0.051015
5,1835,2099,264,0.70884
5,2142,1719,-423,-1.135755
5,1760,2181,421,1.130385
5,2226,1799,-427,-1.146495
5,1843,2207,364,0.97734
5,2251,2084,-167,-0.448395
5,2126,2172,46,0.12351
5,2216,1693,-523,-1.404255
5,1737,2047,310,0.83235
5,2090,1917,-173,-0.464505
5,1962,2058,96,0.25776
5,2100,1882,-218,-0.58533
5,1928,1546,-382,-1.02567
5,1587,1479,-108,-0.28998
5,1523,2355,832,2.23392
5,2398,2125,-273,-0.733005
5,2170,1699,-471,-1.264635
5,1742,2316,574,1.54119
5,2357,1923,-434,-1.16529
5,1970,1595,-375,-1.006875
5,1636,2154,518,1.39083
5,2197,2083,-114,-0.30609
5,2127,1902,-225,-0.604125
5,1948,1731,-217,-0.582645
5,1773,1661,-112,-0.30072
5,1703,1954,251,0.673935
5,1995,1723,-272,-0.73032
5,1766,1547,-219,-0.588015
5,1591,1687,96,0.25776
5,1731,1981,250,0.67125
5,2022,2275,253,0.679305
5,2319,1939,-380,-1.0203
5,1982,2120,138,0.37053
5,2163,1575,-588,-1.57878
5,1618,1461,-157,-0.421545
5,1504,1497,-7,-0.018795
5,1537,1843,306,0.82161
5,1885,1937,52,0.13962
5,1979,1661,-318,-0.85383
5,1703,1693,-10,-0.02685
5,1735,2300,565,1.517025
5,2344,1915,-429,-1.151865
5,1962,1847,-115,-0.308775
5,1888,2099,211,0.566535
5,2143,1663,-480,-1.2888
5,1704,1703,-1,-0.002685
5,1744,2376,632,1.69692
5,2419,1675,-744,-1.99764
5,1717,1932,215,0.577275
5,1974,2227,253,0.679305
5,2271,1687,-584,-1.56804
5,1728,1725,-3,-0.008055
5,1767,1988,221,0.593385
5,2028,1453,-575,-1.543875
5,1495,2123,628,1.68618
5,2167,1687,-480,-1.2888
5,1727,2142,415,1.114275
5,2185,1862,-323,-0.867255
5,1903,1959,56,0.15036
5,2002,1727,-275,-0.738375
5,1772,2235,463,1.243155
5,2279,2111,-168,-0.45108
5,2155,1885,-270,-0.72495
5,1932,1711,-221,-0.593385
5,1753,1579,-174,-0.46719
5,1621,1811,190,0.51015
5,1854,1950,96,0.25776
5,1991,1972,-19,-0.051015
5,2014,1735,-279,-0.749115
5,1777,2080,303,0.813555
5,2123,2111,-12,-0.03222
5,2155,1723,-432,-1.15992
5,1766,1853,87,0.233595
5,1895,2206,311,0.835035
5,2249,1661,-588,-1.57878
5,1703,1635,-68,-0.18258
5,1679,1721,42,0.11277
5,1763,1960,197,0.528945
5,2002,2044,42,0.11277
5,2087,1495,-592,-1.58952
5,1539,1679,140,0.3759
5,1723,1557,-166,-0.44571
5,1599,2116,517,1.388145
5,2159,2052,-107,-0.287295
5,2095,2034,-61,-0.163785
5,2078,1691,-387,-1.039095
5,1734,2096,362,0.97197
5,2137,2392,255,0.684675
5,2431,1475,-956,-2.56686
5,1518,1827,309,0.829665
5,1868,1862,-6,-0.01611
5,1902,1992,90,0.24165
5,2033,2085,52,0.13962
5,2130,2074,-56,-0.15036
5,2115,1787,-328,-0.88068
5,1829,1919,90,0.24165
5,1964,1945,-19,-0.051015
5,1988,1659,-329,-0.883365
5,1703,1795,92,0.24702
5,1837,2199,362,0.97197
5,2243,1759,-484,-1.29954
5,1799,1693,-106,-0.28461
5,1734,1984,250,0.67125
5,2026,2222,196,0.52626
5,2267,2106,-161,-0.432285
5,2149,1623,-526,-1.41231
5,1664,2116,452,1.21362
5,2161,1885,-276,-0.74106
5,1930,2011,81,0.217485
5,2054,2146,92,0.24702
5,2189,1703,-486,-1.30491
5,1745,1735,-10,-0.02685
5,1776,1917,141,0.378585
5,1960,1741,-219,-0.588015
5,1781,1973,192,0.51552
5,2013,1886,-127,-0.340995
5,1932,1549,-383,-1.028355
5,1592,2155,563,1.511655
5,2199,2032,-167,-0.448395
5,2075,2266,191,0.512835
5,2303,1715,-588,-1.57878
5,1757,2006,249,0.668565
5,2047,2242,195,0.523575
5,2286,1543,-743,-1.994955
5,1585,2144,559,1.500915
5,2188,1968,-220,-0.5907
5,2010,2141,131,0.351735
5,2185,2019,-166,-0.44571
5,2061,1677,-384,-1.03104
5,1717,1861,144,0.38664
5,1901,2052,151,0.405435
5,2095,2083,-12,-0.03222
5,2126,2211,85,0.228225
5,2255,1717,-538,-1.44453
5,1759,2208,449,1.205565
5,2252,1545,-707,-1.898295
5,1589,1735,146,0.39201
5,1779,1773,-6,-0.01611
5,1814,1795,-19,-0.051015
5,1837,2135,298,0.80013
5,2175,2047,-128,-0.34368
5,2092,1705,-387,-1.039095
5,1749,2096,347,0.931695
5,2141,1811,-330,-0.88605
5,1852,1877,25,0.067125
5,1920,1847,-73,-0.196005
5,1888,1449,-439,-1.178715
5,1491,1993,502,1.34787
5,2036,1762,-274,-0.73569
5,1804,2010,206,0.55311
5,2047,1663,-384,-1.03104
5,1707,1957,250,0.67125
5,1999,1667,-332,-0.89142
5,1709,2262,553,1.484805
5,2303,1925,-378,-1.01493
5,1967,1891,-76,-0.20406
5,1936,1707,-229,-0.614865
5,1750,1523,-227,-0.609495
5,1567,1969,402,1.07937
5,2010,1950,-60,-0.1611
5,1991,2179,188,0.50478
5,2223,2367,144,0.38664
5,2411,2084,-327,-0.877995
5,2127,1745,-382,-1.02567
5,1788,1879,91,0.244335
5,1922,2127,205,0.550425
5,2172,1485,-687,-1.844595
5,1526,2033,507,1.361295
5,2076,1595,-481,-1.291485
5,1637,1891,254,0.68199
5,1936,2237,301,0.808185
5,2283,1701,-582,-1.56267
5,1742,2106,364,0.97734
5,2149,2084,-65,-0.174525
5,2127,2119,-8,-0.02148
5,2163,1741,-422,-1.13307
5,1781,2091,310,0.83235
5,2134,2079,-55,-0.147675
5,2123,1731,-392,-1.05252
5,1775,1459,-316,-0.84846
5,1500,2024,524,1.40694
5,2067,1942,-125,-0.335625
5,1983,1769,-214,-0.57459
5,1812,1957,145,0.389325
5,2001,2311,310,0.83235
5,2355,1976,-379,-1.017615
5,2021,1791,-230,-0.61755
5,1834,1719,-115,-0.308775
5,1763,2276,513,1.377405
5,2319,1573,-746,-2.00301
5,1615,2034,419,1.125015
5,2076,1803,-273,-0.733005
5,1844,1944,100,0.2685
5,1984,1707,-277,-0.743745
5,1748,1783,35,0.093975
5,1824,1715,-109,-0.292665
5,1757,1487,-270,-0.72495
5,1529,1634,105,0.281925
5,1675,1823,148,0.39738
5,1863,2269,406,1.09011
5,2313,1781,-532,-1.42842
5,1823,1964,141,0.378585
5,2006,1685,-321,-0.861885
5,1726,1932,206,0.55311
5,1974,1755,-219,-0.588015
5,1794,1734,-60,-0.1611
5,1775,1759,-16,-0.04296
5,1803,2371,568,1.52508
5,2415,2040,-375,-1.006875
5,2083,2375,292,0.78402
5,2417,1935,-482,-1.29417
5,1979,2128,149,0.400065
5,2171,1789,-382,-1.02567
5,1830,2405,575,1.543875
5,2447,2019,-428,-1.14918
5,2061,1737,-324,-0.86994
5,1779,1873,94,0.25239
5,1917,2016,99,0.265815
5,2059,1679,-380,-1.0203
5,1722,2178,456,1.22436
5,2221,2054,-167,-0.448395
5,2099,1663,-436,-1.17066
5,1707,2024,317,0.851145
5,2066,2006,-60,-0.1611
5,2047,1719,-328,-0.88068
5,1760,1956,196,0.52626
5,1997,1984,-13,-0.034905
5,2026,2063,37,0.099345
5,2105,2403,298,0.80013
5,2446,2126,-320,-0.8592
5,2169,2214,45,0.120825
5,2255,2243,-12,-0.03222
5,2287,2119,-168,-0.45108
5,2165,2206,41,0.110085
5,2250,2092,-158,-0.42423
5,2135,2190,55,0.147675
5,2233,1851,-382,-1.02567
5,1891,1567,-324,-0.86994
5,1608,1746,138,0.37053
5,1788,1469,-319,-0.856515
5,1510,1968,458,1.22973
5,2010,1691,-319,-0.856515
5,1733,1875,142,0.38127
5,1917,2015,98,0.26313
5,2055,2133,78,0.20943
5,2175,1647,-528,-1.41768
5,1691,1567,-124,-0.33294
5,1612,1503,-109,-0.292665
5,1547,1996,449,1.205565
5,2037,1603,-434,-1.16529
5,1644,1950,306,0.82161
5,1991,1936,-55,-0.147675
5,1979,1917,-62,-0.16647
5,1964,2158,194,0.52089
5,2203,1719,-484,-1.29954
5,1760,2226,466,1.25121
5,2271,2098,-173,-0.464505
5,2143,1663,-480,-1.2888
5,1707,1961,254,0.68199
5,2004,2161,157,0.421545
5,2206,1985,-221,-0.593385
5,2026,2117,91,0.244335
5,2159,1727,-432,-1.15992
5,1770,1915,145,0.389325
5,1960,1899,-61,-0.163785
5,1944,1944,0,0
5,1983,1759,-224,-0.60144
5,1801,1994,193,0.518205
5,2037,1707,-330,-0.88605
5,1748,1593,-155,-0.416175
5,1634,2211,577,1.549245
5,2254,1807,-447,-1.200195
5,1851,1831,-20,-0.0537
5,1873,1455,-418,-1.12233
5,1501,1695,194,0.52089
5,1736,1881,145,0.389325
5,1928,1818,-110,-0.29535
5,1859,2060,201,0.539685
5,2105,2041,-64,-0.17184
5,2085,1655,-430,-1.15455
5,1697,2100,403,1.082055
5,2143,1661,-482,-1.29417
5,1704,1487,-217,-0.582645
5,1530,1733,203,0.545055
5,1775,2028,253,0.679305
5,2071,1547,-524,-1.40694
5,1589,1999,410,1.10085
5,2041,2089,48,0.12888
5,2134,1557,-577,-1.549245
5,1598,2068,470,1.26195
5,2111,2257,146,0.39201
5,2301,2143,-158,-0.42423
5,2187,1915,-272,-0.73032
5,1961,1851,-110,-0.29535
5,1892,2263,371,0.996135
5,2303,1831,-472,-1.26732
5,1873,1557,-316,-0.84846
5,1599,1642,43,0.115455
5,1683,1775,92,0.24702
5,1818,2180,362,0.97197
5,2223,1591,-632,-1.69692
5,1633,1847,214,0.57459
5,1892,2193,301,0.808185
5,2239,1862,-377,-1.012245
5,1903,1631,-272,-0.73032
5,1677,2392,715,1.919775
5,2431,2224,-207,-0.555795
5,2271,1787,-484,-1.29954
5,1829,2185,356,0.95586
5,2228,1903,-325,-0.872625
5,1952,2086,134,0.35979
5,2129,2073,-56,-0.15036
5,2115,1743,-372,-0.99882
5,1787,1932,145,0.389325
5,1974,2020,46,0.12351
5,2062,1695,-367,-0.985395
5,1739,1629,-110,-0.29535
5,1671,1523,-148,-0.39738
5,1567,1936,369,0.990765
5,1979,2289,310,0.83235
5,2335,1863,-472,-1.26732
5,1903,1799,-104,-0.27924
5,1843,1948,105,0.281925
5,1991,1934,-57,-0.153045
5,1976,2331,355,0.953175
5,2374,2116,-258,-0.69273
5,2159,2267,108,0.28998
5,2311,1526,-785,-2.107725
5,1567,1815,248,0.66588
5,1856,2075,219,0.588015
5,2118,2016,-102,-0.27387
5,2059,2207,148,0.39738
5,2252,2244,-8,-0.02148
5,2289,2234,-55,-0.147675
5,2276,2272,-4,-0.01074
5,2317,1687,-630,-1.69155
5,1728,2145,417,1.119645
5,2189,2081,-108,-0.28998
5,2126,2328,202,0.54237
5,2371,2047,-324,-0.86994
5,2092,1715,-377,-1.012245
5,1759,2066,307,0.824295
5,2111,2000,-111,-0.298035
5,2043,2352,309,0.829665
5,2396,1855,-541,-1.452585
5,1901,1843,-58,-0.15573
5,1883,2034,151,0.405435
5,2078,2224,146,0.39201
5,2267,1685,-582,-1.56267
5,1728,1767,39,0.104715
5,1809,1765,-44,-0.11814
5,1807,2387,580,1.5573
5,2431,2116,-315,-0.845775
5,2159,2008,-151,-0.405435
5,2047,1938,-109,-0.292665
5,1980,1923,-57,-0.153045
5,1968,2279,311,0.835035
5,2323,1639,-684,-1.83654
5,1681,1991,310,0.83235
5,2036,2016,-20,-0.0537
5,2057,2264,207,0.555795
5,2310,1839,-471,-1.264635
5,1881,1919,38,0.10203
5,1962,2070,108,0.28998
5,2111,1798,-313,-0.840405
5,1839,1623,-216,-0.57996
5,1666,2152,486,1.30491
5,2195,1919,-276,-0.74106
5,1969,2028,59,0.158415
5,2071,2020,-51,-0.136935
5,2064,2046,-18,-0.04833
5,2088,1715,-373,-1.001505
5,1757,2379,622,1.67007
5,2423,2099,-324,-0.86994
5,2143,1934,-209,-0.561165
5,1977,2076,99,0.265815
5,2119,1693,-426,-1.14381
5,1737,1481,-256,-0.68736
5,1523,1940,417,1.119645
5,1983,1667,-316,-0.84846
5,1711,2225,514,1.38009
5,2270,1949,-321,-0.861885
5,1990,1615,-375,-1.006875
5,1659,2230,571,1.533135
5,2274,1791,-483,-1.296855
5,1835,2037,202,0.54237
5,2079,2124,45,0.120825
5,2167,2270,103,0.276555
5,2314,1687,-627,-1.683495
5,1728,2047,319,0.856515
5,2091,2091,0,0
5,2134,2180,46,0.12351
5,2223,1755,-468,-1.25658
5,1798,2164,366,0.98271
5,2207,1887,-320,-0.8592
5,1936,1731,-205,-0.550425
5,1772,1928,156,0.41886
5,1970,1647,-323,-0.867255
5,1687,2303,616,1.65396
5,2349,1873,-476,-1.27806
5,1915,1815,-100,-0.2685
5,1859,1595,-264,-0.70884
5,1634,1843,209,0.561165
5,1885,1837,-48,-0.12888
5,1879,2154,275,0.738375
5,2199,1935,-264,-0.70884
5,1979,1973,-6,-0.01611
5,2015,2012,-3,-0.008055
5,2055,2204,149,0.400065
5,2246,1623,-623,-1.672755
5,1665,1571,-94,-0.25239
5,1613,1767,154,0.41349
5,1807,2024,217,0.582645
5,2065,1707,-358,-0.96123
5,1747,2376,629,1.688865
5,2419,2159,-260,-0.6981
5,2203,1837,-366,-0.98271
5,1878,1883,5,0.013425
5,1928,2388,460,1.2351
5,2431,1799,-632,-1.69692
5,1842,2169,327,0.877995
5,2214,1690,-524,-1.40694
5,1731,1531,-200,-0.537
5,1571,1635,64,0.17184
5,1677,1947,270,0.72495
5,1987,1996,9,0.024165
5,2037,1783,-254,-0.68199
5,1824,1932,108,0.28998
5,1974,1972,-2,-0.00537
5,2014,1863,-151,-0.405435
5,1904,1763,-141,-0.378585
5,1803,1863,60,0.1611
5,1904,1855,-49,-0.131565
5,1895,2157,262,0.70347
5,2201,1671,-530,-1.42305
5,1713,1719,6,0.01611
5,1759,1771,12,0.03222
5,1815,2095,280,0.7518
5,2139,1939,-200,-0.537
5,1980,1827,-153,-0.410805
55,2169,2208,39,0.104715
5,2253,2396,143,0.383955
5,2439,1903,-536,-1.43916
5,1952,1617,-335,-0.899475
5,1661,1757,96,0.25776
5,1799,2059,260,0.6981
5,2103,2089,-14,-0.03759
5,2133,1551,-582,-1.56267
5,1594,2110,516,1.38546
5,2155,1982,-173,-0.464505
5,2025,2332,307,0.824295
5,2375,2202,-173,-0.464505
5,2245,1651,-594,-1.59489
5,1694,1735,41,0.110085
5,1777,1913,136,0.36516
5,1960,2206,246,0.66051
5,2249,2335,86,0.23091
5,2379,1835,-544,-1.46064
5,1878,2035,157,0.421545
5,2078,2324,246,0.66051
5,2367,2350,-17,-0.045645
5,2391,2276,-115,-0.308775
5,2319,2351,32,0.08592
5,2393,1952,-441,-1.184085
5,1992,2404,412,1.10622
5,2447,1797,-650,-1.74525
